sample_uid,dataset,split,neg_type,label,s_id,group_id,is_mismatch_s,style_ref_text_uid,query_text_uid
S000009237,C4NEWS,train,NEG-wrong_ref_s,0,1319,1319,0,04ea162ad487f6cd,421613ab8e472810
S000009238,C4NEWS,train,NEG-Mismatch-S,0,1319,1319,1,d9173a884a84a825,846979836ede994e
S000009239,C4NEWS,train,NEG-Mismatch-S,0,1319,1319,1,5009adaaf97069dc,846979836ede994e
S000009240,C4NEWS,train,NEG-Mismatch-S,0,1319,1319,1,95d7cb1d0e75c1b8,846979836ede994e
S000009241,C4NEWS,train,POS,1,1320,1320,0,fad82e288af6b5c8,fe2929c9ef7b2038
S000009242,C4NEWS,train,NEG-Anchor,0,1320,1320,0,fad82e288af6b5c8,8188adcb05b85df0
S000009243,C4NEWS,train,NEG-neutral,0,1320,1320,0,fad82e288af6b5c8,2b4c347b5a1e13d1
S000009244,C4NEWS,train,NEG-wrong_ref_s,0,1320,1320,0,fad82e288af6b5c8,8048d4849a2323b3
S000009245,C4NEWS,train,NEG-Mismatch-S,0,1320,1320,1,213d767973ad7412,fe2929c9ef7b2038
S000009246,C4NEWS,train,NEG-Mismatch-S,0,1320,1320,1,e65183951ee51d5e,fe2929c9ef7b2038
S000009247,C4NEWS,train,NEG-Mismatch-S,0,1320,1320,1,ba3c11615d571ea9,fe2929c9ef7b2038
S000009248,C4NEWS,train,POS,1,1321,1321,0,835efdd1b0cfc2aa,f544f532b36ae053
S000009249,C4NEWS,train,NEG-Anchor,0,1321,1321,0,835efdd1b0cfc2aa,320e420ac3f1e4fd
S000009250,C4NEWS,train,NEG-neutral,0,1321,1321,0,835efdd1b0cfc2aa,07109f41054eca7a
S000009251,C4NEWS,train,NEG-wrong_ref_s,0,1321,1321,0,835efdd1b0cfc2aa,90a19378fb20a2c6
S000009252,C4NEWS,train,NEG-Mismatch-S,0,1321,1321,1,7dd2b5b21414fb53,f544f532b36ae053
S000009253,C4NEWS,train,NEG-Mismatch-S,0,1321,1321,1,33d478eda50acb46,f544f532b36ae053
S000009254,C4NEWS,train,NEG-Mismatch-S,0,1321,1321,1,f60c858160a2e433,f544f532b36ae053
S000009262,C4NEWS,train,POS,1,1323,1323,0,7ad9d22af4e7c3be,9453760aeac48ed5
S000009263,C4NEWS,train,NEG-Anchor,0,1323,1323,0,7ad9d22af4e7c3be,5158f212ac64580b
S000009264,C4NEWS,train,NEG-neutral,0,1323,1323,0,7ad9d22af4e7c3be,9398fb5c79cbd179
S000009265,C4NEWS,train,NEG-wrong_ref_s,0,1323,1323,0,7ad9d22af4e7c3be,d0a382931923cbe7
S000009266,C4NEWS,train,NEG-Mismatch-S,0,1323,1323,1,ac7e40851772d7c0,9453760aeac48ed5
S000009267,C4NEWS,train,NEG-Mismatch-S,0,1323,1323,1,c820cf9053a71938,9453760aeac48ed5
S000009268,C4NEWS,train,NEG-Mismatch-S,0,1323,1323,1,bdc3bef5c23d783e,9453760aeac48ed5
S000009269,C4NEWS,train,POS,1,1324,1324,0,9fd1bf16ad395e11,b6d69ef1365af827
S000009270,C4NEWS,train,NEG-Anchor,0,1324,1324,0,9fd1bf16ad395e11,a136b822a24b8da8
S000009271,C4NEWS,train,NEG-neutral,0,1324,1324,0,9fd1bf16ad395e11,7f1b6bce61b22ae3
S000009272,C4NEWS,train,NEG-wrong_ref_s,0,1324,1324,0,9fd1bf16ad395e11,716e10f602231421
S000009273,C4NEWS,train,NEG-Mismatch-S,0,1324,1324,1,ea68338be3431cde,b6d69ef1365af827
S000009274,C4NEWS,train,NEG-Mismatch-S,0,1324,1324,1,be8585db5d2807bd,b6d69ef1365af827
S000009275,C4NEWS,train,NEG-Mismatch-S,0,1324,1324,1,8b91c84256c0fa97,b6d69ef1365af827
S000009276,C4NEWS,train,POS,1,1325,1325,0,08a4b903b9794a6c,bce9724bfb2707bd
S000009277,C4NEWS,train,NEG-Anchor,0,1325,1325,0,08a4b903b9794a6c,024ae9e7acdac5b7
S000009278,C4NEWS,train,NEG-neutral,0,1325,1325,0,08a4b903b9794a6c,275f6d07cb5e53b4
S000009279,C4NEWS,train,NEG-wrong_ref_s,0,1325,1325,0,08a4b903b9794a6c,b2280c4c6d488029
S000009280,C4NEWS,train,NEG-Mismatch-S,0,1325,1325,1,1ba97d0e6779dd84,bce9724bfb2707bd
S000009281,C4NEWS,train,NEG-Mismatch-S,0,1325,1325,1,cbd3bf3c01a43c4b,bce9724bfb2707bd
S000009282,C4NEWS,train,NEG-Mismatch-S,0,1325,1325,1,b86f731013d5a699,bce9724bfb2707bd
S000009290,C4NEWS,train,POS,1,1327,1327,0,d807e94834a97edb,5d66d74808aa7712
S000009291,C4NEWS,train,NEG-Anchor,0,1327,1327,0,d807e94834a97edb,1062ac2df26585f5
S000009292,C4NEWS,train,NEG-neutral,0,1327,1327,0,d807e94834a97edb,9049555a547029b7
S000009294,C4NEWS,train,NEG-Mismatch-S,0,1327,1327,1,d2e1d59d41553bfd,5d66d74808aa7712
S000009295,C4NEWS,train,NEG-Mismatch-S,0,1327,1327,1,195ff61878989ee5,5d66d74808aa7712
S000009296,C4NEWS,train,NEG-Mismatch-S,0,1327,1327,1,fdf47e90489a3637,5d66d74808aa7712
S000009297,C4NEWS,train,POS,1,1328,1328,0,9b7b5aef51fb1dc0,de63a68b2f1dc845
S000009298,C4NEWS,train,NEG-Anchor,0,1328,1328,0,9b7b5aef51fb1dc0,6b74623dfed4c2e0
S000009299,C4NEWS,train,NEG-neutral,0,1328,1328,0,9b7b5aef51fb1dc0,c364161211e66c4a
S000009300,C4NEWS,train,NEG-wrong_ref_s,0,1328,1328,0,9b7b5aef51fb1dc0,ebac6dd4a18a13ed
S000009301,C4NEWS,train,NEG-Mismatch-S,0,1328,1328,1,621ec40e38c815aa,de63a68b2f1dc845
S000009302,C4NEWS,train,NEG-Mismatch-S,0,1328,1328,1,99f10d0e5401cf33,de63a68b2f1dc845
S000009303,C4NEWS,train,NEG-Mismatch-S,0,1328,1328,1,1875f9aa207a31a7,de63a68b2f1dc845
S000009304,C4NEWS,train,POS,1,1329,1329,0,4480ce831256d588,49972e907c7c7a9c
S000009305,C4NEWS,train,NEG-Anchor,0,1329,1329,0,4480ce831256d588,b0ebb346053213eb
S000009306,C4NEWS,train,NEG-neutral,0,1329,1329,0,4480ce831256d588,9da96d4d9ccd19bd
S000009307,C4NEWS,train,NEG-wrong_ref_s,0,1329,1329,0,4480ce831256d588,cf7b57a58f832951
S000009308,C4NEWS,train,NEG-Mismatch-S,0,1329,1329,1,00830b8f10f0e85c,49972e907c7c7a9c
S000009309,C4NEWS,train,NEG-Mismatch-S,0,1329,1329,1,8b3d5ce2b4a9923d,49972e907c7c7a9c
S000009310,C4NEWS,train,NEG-Mismatch-S,0,1329,1329,1,115e1f4141ddf5c0,49972e907c7c7a9c
S000009311,C4NEWS,train,POS,1,1330,1330,0,4d46a4433c6d3063,207da2b4f4bfb9dc
S000009312,C4NEWS,train,NEG-Anchor,0,1330,1330,0,4d46a4433c6d3063,89c3dd58638ddedd
S000009313,C4NEWS,train,NEG-neutral,0,1330,1330,0,4d46a4433c6d3063,e4ddfc8b8614658e
S000009315,C4NEWS,train,NEG-Mismatch-S,0,1330,1330,1,386227eb5f0f98dc,207da2b4f4bfb9dc
S000009316,C4NEWS,train,NEG-Mismatch-S,0,1330,1330,1,08106ddac4fc95e0,207da2b4f4bfb9dc
S000009317,C4NEWS,train,NEG-Mismatch-S,0,1330,1330,1,15603611a4142ae6,207da2b4f4bfb9dc
S000009318,C4NEWS,train,POS,1,1331,1331,0,fe8b8b7c4c83587d,81d0d8032e7c55b5
S000009319,C4NEWS,train,NEG-Anchor,0,1331,1331,0,fe8b8b7c4c83587d,8efe939787668d60
S000009320,C4NEWS,train,NEG-neutral,0,1331,1331,0,fe8b8b7c4c83587d,e95a48357b6edea4
S000009321,C4NEWS,train,NEG-wrong_ref_s,0,1331,1331,0,fe8b8b7c4c83587d,bae1c119724163ee
S000009322,C4NEWS,train,NEG-Mismatch-S,0,1331,1331,1,98f8dadcc5fed4d6,81d0d8032e7c55b5
S000009323,C4NEWS,train,NEG-Mismatch-S,0,1331,1331,1,82ed7156991ddf43,81d0d8032e7c55b5
S000009324,C4NEWS,train,NEG-Mismatch-S,0,1331,1331,1,54ae6747292e37ca,81d0d8032e7c55b5
S000009325,C4NEWS,train,POS,1,1332,1332,0,3f215548f49aac07,9ee66adad2619fcf
S000009326,C4NEWS,train,NEG-Anchor,0,1332,1332,0,3f215548f49aac07,9627f3b7267b0ceb
S000009327,C4NEWS,train,NEG-neutral,0,1332,1332,0,3f215548f49aac07,a20dab3ed06fff9e
S000009328,C4NEWS,train,NEG-wrong_ref_s,0,1332,1332,0,3f215548f49aac07,de2b577518b5b8fc
S000009329,C4NEWS,train,NEG-Mismatch-S,0,1332,1332,1,aacaa99b8acd37fd,9ee66adad2619fcf
S000009330,C4NEWS,train,NEG-Mismatch-S,0,1332,1332,1,4bf7071324ada03f,9ee66adad2619fcf
S000009331,C4NEWS,train,NEG-Mismatch-S,0,1332,1332,1,e96f2d0d8fd4a83f,9ee66adad2619fcf
S000009332,C4NEWS,train,POS,1,1333,1333,0,1a5849b6352c581a,8b945a35c7ba7dfa
S000009333,C4NEWS,train,NEG-Anchor,0,1333,1333,0,1a5849b6352c581a,241fc247878a6815
S000009334,C4NEWS,train,NEG-neutral,0,1333,1333,0,1a5849b6352c581a,5e1bc3c1ca08fdf0
S000009335,C4NEWS,train,NEG-wrong_ref_s,0,1333,1333,0,1a5849b6352c581a,622a2cac2c91e1bf
S000009336,C4NEWS,train,NEG-Mismatch-S,0,1333,1333,1,8f337b69da6839d9,8b945a35c7ba7dfa
S000009337,C4NEWS,train,NEG-Mismatch-S,0,1333,1333,1,f39ef943b9298c66,8b945a35c7ba7dfa
S000009338,C4NEWS,train,NEG-Mismatch-S,0,1333,1333,1,23aae3fbd955fea3,8b945a35c7ba7dfa
S000009339,C4NEWS,train,POS,1,1334,1334,0,d82243a410df7fe5,ad85d9d6b6868595
S000009340,C4NEWS,train,NEG-Anchor,0,1334,1334,0,d82243a410df7fe5,569eed9030d4acb4
S000009341,C4NEWS,train,NEG-neutral,0,1334,1334,0,d82243a410df7fe5,d1603aabd6a598b1
S000009342,C4NEWS,train,NEG-wrong_ref_s,0,1334,1334,0,d82243a410df7fe5,08b05f0627dc95a7
S000009343,C4NEWS,train,NEG-Mismatch-S,0,1334,1334,1,6fca65c8ef221941,ad85d9d6b6868595
S000009344,C4NEWS,train,NEG-Mismatch-S,0,1334,1334,1,c22151e86ab11ac1,ad85d9d6b6868595
S000009345,C4NEWS,train,NEG-Mismatch-S,0,1334,1334,1,9868ab5eedc74a87,ad85d9d6b6868595
S000009346,C4NEWS,train,POS,1,1335,1335,0,ed3aa75f98926e14,3fe7d408d76b83f8
S000009347,C4NEWS,train,NEG-Anchor,0,1335,1335,0,ed3aa75f98926e14,570b47173a5a1a17
S000009348,C4NEWS,train,NEG-neutral,0,1335,1335,0,ed3aa75f98926e14,7712a3082e1e6db6
S000009350,C4NEWS,train,NEG-Mismatch-S,0,1335,1335,1,6eca84d6445664af,3fe7d408d76b83f8
S000009351,C4NEWS,train,NEG-Mismatch-S,0,1335,1335,1,59148698334e7e82,3fe7d408d76b83f8
S000009352,C4NEWS,train,NEG-Mismatch-S,0,1335,1335,1,06d8d2d1260a4d67,3fe7d408d76b83f8
S000009353,C4NEWS,train,POS,1,1336,1336,0,de9b1725e440fcb9,759d141f57701266
S000009354,C4NEWS,train,NEG-Anchor,0,1336,1336,0,de9b1725e440fcb9,304953faf9976103
S000009355,C4NEWS,train,NEG-neutral,0,1336,1336,0,de9b1725e440fcb9,95b7e079ff804045
S000009356,C4NEWS,train,NEG-wrong_ref_s,0,1336,1336,0,de9b1725e440fcb9,f7904d89186b5fae
S000009357,C4NEWS,train,NEG-Mismatch-S,0,1336,1336,1,d33d2a6be202c59d,759d141f57701266
S000009358,C4NEWS,train,NEG-Mismatch-S,0,1336,1336,1,9186a8b6ad0ef845,759d141f57701266
S000009359,C4NEWS,train,NEG-Mismatch-S,0,1336,1336,1,23d47761e614533a,759d141f57701266
S000009360,C4NEWS,train,POS,1,1337,1337,0,b1da622c39641ae6,48b5c71f164ee6d0
S000009361,C4NEWS,train,NEG-Anchor,0,1337,1337,0,b1da622c39641ae6,b8f69c12f7caae26
S000009362,C4NEWS,train,NEG-neutral,0,1337,1337,0,b1da622c39641ae6,48528b77e178583e
S000009363,C4NEWS,train,NEG-wrong_ref_s,0,1337,1337,0,b1da622c39641ae6,28e9bf33abd682fe
S000009364,C4NEWS,train,NEG-Mismatch-S,0,1337,1337,1,284272b597135afd,48b5c71f164ee6d0
S000009365,C4NEWS,train,NEG-Mismatch-S,0,1337,1337,1,0f71a0a71a37739b,48b5c71f164ee6d0
S000009366,C4NEWS,train,NEG-Mismatch-S,0,1337,1337,1,cf423d7638a287d1,48b5c71f164ee6d0
S000009367,C4NEWS,train,POS,1,1338,1338,0,b9de4d2cc5a88430,69f3a4df1e60a23b
S000009368,C4NEWS,train,NEG-Anchor,0,1338,1338,0,b9de4d2cc5a88430,cacc26a6c3668dac
S000009369,C4NEWS,train,NEG-neutral,0,1338,1338,0,b9de4d2cc5a88430,32450f696052baff
S000009370,C4NEWS,train,NEG-wrong_ref_s,0,1338,1338,0,b9de4d2cc5a88430,476e68073327be11
S000009371,C4NEWS,train,NEG-Mismatch-S,0,1338,1338,1,5982764a05bc1714,69f3a4df1e60a23b
S000009372,C4NEWS,train,NEG-Mismatch-S,0,1338,1338,1,e77405ae3b15eaa5,69f3a4df1e60a23b
S000009373,C4NEWS,train,NEG-Mismatch-S,0,1338,1338,1,7aa39811bd31eb39,69f3a4df1e60a23b
S000009374,C4NEWS,train,POS,1,1339,1339,0,8655177fe64c695d,ef4bd9264cb92ee5
S000009375,C4NEWS,train,NEG-Anchor,0,1339,1339,0,8655177fe64c695d,63a303a8ed709514
S000009376,C4NEWS,train,NEG-neutral,0,1339,1339,0,8655177fe64c695d,5566c7fd7d3d30fb
S000009377,C4NEWS,train,NEG-wrong_ref_s,0,1339,1339,0,8655177fe64c695d,eb1c106dc87d5cd9
S000009378,C4NEWS,train,NEG-Mismatch-S,0,1339,1339,1,469d317a8f816c57,ef4bd9264cb92ee5
S000009379,C4NEWS,train,NEG-Mismatch-S,0,1339,1339,1,fea972535d1103b9,ef4bd9264cb92ee5
S000009380,C4NEWS,train,NEG-Mismatch-S,0,1339,1339,1,be01796798101398,ef4bd9264cb92ee5
S000009381,C4NEWS,train,POS,1,1340,1340,0,85805df033f00011,5c77a98bd2ef3303
S000009382,C4NEWS,train,NEG-Anchor,0,1340,1340,0,85805df033f00011,14f5ca6f2125f203
S000009383,C4NEWS,train,NEG-neutral,0,1340,1340,0,85805df033f00011,e898657c6bbf2f08
S000009384,C4NEWS,train,NEG-wrong_ref_s,0,1340,1340,0,85805df033f00011,0a6b4bf43ccb3c5b
S000009385,C4NEWS,train,NEG-Mismatch-S,0,1340,1340,1,3be3d232f42b08ef,5c77a98bd2ef3303
S000009386,C4NEWS,train,NEG-Mismatch-S,0,1340,1340,1,91f9a6e48d728362,5c77a98bd2ef3303
S000009387,C4NEWS,train,NEG-Mismatch-S,0,1340,1340,1,41a73c0ed0dda09d,5c77a98bd2ef3303
S000009388,C4NEWS,train,POS,1,1341,1341,0,53cda17bf224834a,72682c98723297e4
S000009389,C4NEWS,train,NEG-Anchor,0,1341,1341,0,53cda17bf224834a,f9b69550a014d05b
S000009390,C4NEWS,train,NEG-neutral,0,1341,1341,0,53cda17bf224834a,c39dba6c9422be3c
S000009391,C4NEWS,train,NEG-wrong_ref_s,0,1341,1341,0,53cda17bf224834a,60fcf98722299ac6
S000009392,C4NEWS,train,NEG-Mismatch-S,0,1341,1341,1,7ad0258f19d2b4bb,72682c98723297e4
S000009393,C4NEWS,train,NEG-Mismatch-S,0,1341,1341,1,089ea775a86c19b8,72682c98723297e4
S000009394,C4NEWS,train,NEG-Mismatch-S,0,1341,1341,1,d8d099485a256bbc,72682c98723297e4
S000009395,C4NEWS,train,POS,1,1342,1342,0,207a0d3385b96940,19bab20488bbea97
S000009396,C4NEWS,train,NEG-Anchor,0,1342,1342,0,207a0d3385b96940,d825824e3b3f6b56
S000009397,C4NEWS,train,NEG-neutral,0,1342,1342,0,207a0d3385b96940,22032461e6635a3c
S000009398,C4NEWS,train,NEG-wrong_ref_s,0,1342,1342,0,207a0d3385b96940,4049a6570ca3cb61
S000009399,C4NEWS,train,NEG-Mismatch-S,0,1342,1342,1,ef7fdeb5d915fafd,19bab20488bbea97
S000009400,C4NEWS,train,NEG-Mismatch-S,0,1342,1342,1,0f05de5501dc1f2b,19bab20488bbea97
S000009401,C4NEWS,train,NEG-Mismatch-S,0,1342,1342,1,c0d351fde9aa7350,19bab20488bbea97
S000009409,C4NEWS,train,POS,1,1344,1344,0,418790f3bab7fc9e,23280d48d75f2cee
S000009410,C4NEWS,train,NEG-Anchor,0,1344,1344,0,418790f3bab7fc9e,337a5f6689c9bd5b
S000009411,C4NEWS,train,NEG-neutral,0,1344,1344,0,418790f3bab7fc9e,996fac3941a799cb
S000009413,C4NEWS,train,NEG-Mismatch-S,0,1344,1344,1,a9f6e5c0e13911f5,23280d48d75f2cee
S000009414,C4NEWS,train,NEG-Mismatch-S,0,1344,1344,1,696728fc2d91c933,23280d48d75f2cee
S000009415,C4NEWS,train,NEG-Mismatch-S,0,1344,1344,1,25ca28b090446402,23280d48d75f2cee
S000009416,C4NEWS,train,POS,1,1345,1345,0,3f87f23acf1d5829,ae32b801b3f55a97
S000009417,C4NEWS,train,NEG-Anchor,0,1345,1345,0,3f87f23acf1d5829,4a8ef9e744a6190d
S000009418,C4NEWS,train,NEG-neutral,0,1345,1345,0,3f87f23acf1d5829,05a92f02d4449e4a
S000009419,C4NEWS,train,NEG-wrong_ref_s,0,1345,1345,0,3f87f23acf1d5829,88c67e6259737d73
S000009420,C4NEWS,train,NEG-Mismatch-S,0,1345,1345,1,055b784d4e68a63c,ae32b801b3f55a97
S000009421,C4NEWS,train,NEG-Mismatch-S,0,1345,1345,1,9fbc0e0e2414887c,ae32b801b3f55a97
S000009422,C4NEWS,train,NEG-Mismatch-S,0,1345,1345,1,c6b1237ea19ab3af,ae32b801b3f55a97
S000009437,C4NEWS,train,POS,1,1348,1348,0,38d1f71b773dc079,9b1bee6a0105f35c
S000009438,C4NEWS,train,NEG-Anchor,0,1348,1348,0,38d1f71b773dc079,29b5ea789a995651
S000009439,C4NEWS,train,NEG-neutral,0,1348,1348,0,38d1f71b773dc079,8c01e4921a7a65dc
S000009441,C4NEWS,train,NEG-Mismatch-S,0,1348,1348,1,25f3277c73d65ad4,9b1bee6a0105f35c
S000009442,C4NEWS,train,NEG-Mismatch-S,0,1348,1348,1,873e1c358fce6653,9b1bee6a0105f35c
S000009443,C4NEWS,train,NEG-Mismatch-S,0,1348,1348,1,9aa758e36718db7e,9b1bee6a0105f35c
S000009444,C4NEWS,train,POS,1,1349,1349,0,61554991236af172,d13a8b38fea5716a
S000009445,C4NEWS,train,NEG-Anchor,0,1349,1349,0,61554991236af172,2169a6eb1a71126e
S000009446,C4NEWS,train,NEG-neutral,0,1349,1349,0,61554991236af172,683b42f96faee275
S000009448,C4NEWS,train,NEG-Mismatch-S,0,1349,1349,1,1557937c8d6b05ac,d13a8b38fea5716a
S000009449,C4NEWS,train,NEG-Mismatch-S,0,1349,1349,1,e0e321f20b3f36a5,d13a8b38fea5716a
S000009450,C4NEWS,train,NEG-Mismatch-S,0,1349,1349,1,b3a80e41786f3def,d13a8b38fea5716a
S000009451,C4NEWS,train,POS,1,1350,1350,0,aab4dabcfdaea067,81071bfe44f2009e
S000009452,C4NEWS,train,NEG-Anchor,0,1350,1350,0,aab4dabcfdaea067,4d7c5ae92a34ba99
S000009453,C4NEWS,train,NEG-neutral,0,1350,1350,0,aab4dabcfdaea067,e75b20640076bb77
S000009454,C4NEWS,train,NEG-wrong_ref_s,0,1350,1350,0,aab4dabcfdaea067,5c15e50b8afeffee
S000009455,C4NEWS,train,NEG-Mismatch-S,0,1350,1350,1,e24210c2eabfcbd6,81071bfe44f2009e
S000009456,C4NEWS,train,NEG-Mismatch-S,0,1350,1350,1,e13d472f4bbe6e14,81071bfe44f2009e
S000009457,C4NEWS,train,NEG-Mismatch-S,0,1350,1350,1,23399b30a716a306,81071bfe44f2009e
S000009458,C4NEWS,train,POS,1,1351,1351,0,3d5e9f3412159c36,c4dbe83e9d24c6a6
S000009459,C4NEWS,train,NEG-Anchor,0,1351,1351,0,3d5e9f3412159c36,c45ea33784111ced
S000009460,C4NEWS,train,NEG-neutral,0,1351,1351,0,3d5e9f3412159c36,455a57fd11dd1f34
S000009461,C4NEWS,train,NEG-wrong_ref_s,0,1351,1351,0,3d5e9f3412159c36,c7fcdfaeaa91fb47
S000009462,C4NEWS,train,NEG-Mismatch-S,0,1351,1351,1,715eb74301d520e0,c4dbe83e9d24c6a6
S000009463,C4NEWS,train,NEG-Mismatch-S,0,1351,1351,1,2b4126e918a62bc2,c4dbe83e9d24c6a6
S000009464,C4NEWS,train,NEG-Mismatch-S,0,1351,1351,1,9a6534a8af8bd3fa,c4dbe83e9d24c6a6
S000009465,C4NEWS,train,POS,1,1352,1352,0,76db3b50be2d9908,684a4b00632aceb7
S000009466,C4NEWS,train,NEG-Anchor,0,1352,1352,0,76db3b50be2d9908,836017380ded5c0c
S000009467,C4NEWS,train,NEG-neutral,0,1352,1352,0,76db3b50be2d9908,9a574a1c25ed4479
S000009469,C4NEWS,train,NEG-Mismatch-S,0,1352,1352,1,1100e5bc8b1d4d13,684a4b00632aceb7
S000009470,C4NEWS,train,NEG-Mismatch-S,0,1352,1352,1,e5668fda5a37236e,684a4b00632aceb7
S000009471,C4NEWS,train,NEG-Mismatch-S,0,1352,1352,1,1db32069ff651465,684a4b00632aceb7
S000009472,C4NEWS,train,POS,1,1353,1353,0,be7f12caca7a0f46,ecbfe60f8b88e126
S000009473,C4NEWS,train,NEG-Anchor,0,1353,1353,0,be7f12caca7a0f46,3a50c52dbbbe416c
S000009474,C4NEWS,train,NEG-neutral,0,1353,1353,0,be7f12caca7a0f46,ccf40bbb8f39586b
S000009475,C4NEWS,train,NEG-wrong_ref_s,0,1353,1353,0,be7f12caca7a0f46,2323558978c90c95
S000009476,C4NEWS,train,NEG-Mismatch-S,0,1353,1353,1,8392bb5ca03606af,ecbfe60f8b88e126
S000009477,C4NEWS,train,NEG-Mismatch-S,0,1353,1353,1,c066ff6d8d4f5b4b,ecbfe60f8b88e126
S000009478,C4NEWS,train,NEG-Mismatch-S,0,1353,1353,1,8ddc17a0199af9ab,ecbfe60f8b88e126
S000009479,C4NEWS,train,POS,1,1354,1354,0,794ee1c758244e5d,a40f6650ec05d277
S000009480,C4NEWS,train,NEG-Anchor,0,1354,1354,0,794ee1c758244e5d,d89a194aa3cdb726
S000009483,C4NEWS,train,NEG-Mismatch-S,0,1354,1354,1,a10f1a9ab261c56a,a40f6650ec05d277
S000009484,C4NEWS,train,NEG-Mismatch-S,0,1354,1354,1,bdbb6fe7439a338f,a40f6650ec05d277
S000009485,C4NEWS,train,NEG-Mismatch-S,0,1354,1354,1,7d27718e1b7e5e3f,a40f6650ec05d277
S000009486,C4NEWS,train,POS,1,1355,1355,0,06bb843bc42f016d,4d700e5c8a1633af
S000009487,C4NEWS,train,NEG-Anchor,0,1355,1355,0,06bb843bc42f016d,261983a473072565
S000009488,C4NEWS,train,NEG-neutral,0,1355,1355,0,06bb843bc42f016d,67de12f8b6f76ba8
S000009489,C4NEWS,train,NEG-wrong_ref_s,0,1355,1355,0,06bb843bc42f016d,ae15ab40de2929e1
S000009490,C4NEWS,train,NEG-Mismatch-S,0,1355,1355,1,b64ca44fd60a7bdc,4d700e5c8a1633af
S000009491,C4NEWS,train,NEG-Mismatch-S,0,1355,1355,1,066cbb5af30b8845,4d700e5c8a1633af
S000009492,C4NEWS,train,NEG-Mismatch-S,0,1355,1355,1,becc87edb69793e2,4d700e5c8a1633af
S000009493,C4NEWS,train,POS,1,1356,1356,0,094591e3d23e4b33,173e4ccc54253e96
S000009494,C4NEWS,train,NEG-Anchor,0,1356,1356,0,094591e3d23e4b33,7b24cd960a15b11b
S000009495,C4NEWS,train,NEG-neutral,0,1356,1356,0,094591e3d23e4b33,cd6f3bee708527f8
S000009497,C4NEWS,train,NEG-Mismatch-S,0,1356,1356,1,b738b1028aada677,173e4ccc54253e96
S000009498,C4NEWS,train,NEG-Mismatch-S,0,1356,1356,1,4604fa221579765a,173e4ccc54253e96
S000009499,C4NEWS,train,NEG-Mismatch-S,0,1356,1356,1,1dc239d336f97528,173e4ccc54253e96
S000009500,C4NEWS,train,POS,1,1357,1357,0,6e65317df17c4bf2,ddc2c97c45064887
S000009501,C4NEWS,train,NEG-Anchor,0,1357,1357,0,6e65317df17c4bf2,0af5efff58a6979c
S000009502,C4NEWS,train,NEG-neutral,0,1357,1357,0,6e65317df17c4bf2,16460d5470d09b99
S000009503,C4NEWS,train,NEG-wrong_ref_s,0,1357,1357,0,6e65317df17c4bf2,8c8d52b431a3b897
S000009504,C4NEWS,train,NEG-Mismatch-S,0,1357,1357,1,8adbeec4f9a04dd9,ddc2c97c45064887
S000009505,C4NEWS,train,NEG-Mismatch-S,0,1357,1357,1,3cde20da57f40a77,ddc2c97c45064887
S000009506,C4NEWS,train,NEG-Mismatch-S,0,1357,1357,1,9d45612653427b0c,ddc2c97c45064887
S000009507,C4NEWS,train,POS,1,1358,1358,0,1fd0a94a617b8a14,867d6a7ea12dbb7c
S000009508,C4NEWS,train,NEG-Anchor,0,1358,1358,0,1fd0a94a617b8a14,9d2f5aed232abfc3
S000009509,C4NEWS,train,NEG-neutral,0,1358,1358,0,1fd0a94a617b8a14,ea6c5c7c197c0398
S000009510,C4NEWS,train,NEG-wrong_ref_s,0,1358,1358,0,1fd0a94a617b8a14,0ce1f490a0e284bc
S000009511,C4NEWS,train,NEG-Mismatch-S,0,1358,1358,1,9cb9e14d28ddb787,867d6a7ea12dbb7c
S000009512,C4NEWS,train,NEG-Mismatch-S,0,1358,1358,1,dbba5064e84dc767,867d6a7ea12dbb7c
S000009513,C4NEWS,train,NEG-Mismatch-S,0,1358,1358,1,7a1c03c87b14a0c4,867d6a7ea12dbb7c
S000009514,C4NEWS,train,POS,1,1359,1359,0,5ee6a5d3acfe3c99,4e3c3dfbd682e123
S000009515,C4NEWS,train,NEG-Anchor,0,1359,1359,0,5ee6a5d3acfe3c99,3f6ca3883e941da9
S000009516,C4NEWS,train,NEG-neutral,0,1359,1359,0,5ee6a5d3acfe3c99,1fee3c18d6d67ccc
S000009517,C4NEWS,train,NEG-wrong_ref_s,0,1359,1359,0,5ee6a5d3acfe3c99,5479938788ecf52d
S000009518,C4NEWS,train,NEG-Mismatch-S,0,1359,1359,1,ca3f0bb11c7985d6,4e3c3dfbd682e123
S000009519,C4NEWS,train,NEG-Mismatch-S,0,1359,1359,1,48ced534515716c7,4e3c3dfbd682e123
S000009520,C4NEWS,train,NEG-Mismatch-S,0,1359,1359,1,bf49f49c97df0ecf,4e3c3dfbd682e123
S000009521,C4NEWS,train,POS,1,1360,1360,0,0d2072a19c5e435a,936356f3dd06f918
S000009522,C4NEWS,train,NEG-Anchor,0,1360,1360,0,0d2072a19c5e435a,ffc69e7087d43aa9
S000009523,C4NEWS,train,NEG-neutral,0,1360,1360,0,0d2072a19c5e435a,837e93ede99385a1
S000009524,C4NEWS,train,NEG-wrong_ref_s,0,1360,1360,0,0d2072a19c5e435a,f01deae75f77f362
S000009525,C4NEWS,train,NEG-Mismatch-S,0,1360,1360,1,d8984774482c2399,936356f3dd06f918
